AccID	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
Vmn2r124	0	0	0	0	0	0	0	0
Zfp575	50	55	32	37	3	3	9	10
Polr2f	408	420	403	427	227	139	151	264
Vmn2r125	0	0	0	0	0	0	0	0
Zfp574	621	670	514	492	380	236	363	466
Lin9	165	251	219	206	139	208	158	174
Polr2k	14	8	6	7	9	4	19	14
Polr2l	79	83	79	63	40	42	36	75
Magea10	0	0	0	0	0	0	0	0
Polr2i	171	182	141	137	99	72	111	148
Vmn2r120	0	0	0	0	0	0	0	0
Polr2j	64	78	54	49	40	30	27	56
Vmn2r121	0	0	0	0	0	0	0	0
Ms4a5	0	0	0	0	0	0	0	0
Ms4a3	0	0	0	0	0	0	0	0
Sned1	424	292	159	198	297	452	423	207
Abhd12b	2	3	7	5	5	10	0	1
Mlph	565	582	670	650	2346	3377	1748	2879
Gm45261	0	0	0	0	0	0	0	0
Ms4a7	315	182	318	207	79	126	96	146
Ncbp2	640	578	694	828	397	469	453	616
Vmn2r117	0	0	0	0	0	0	0	0
Zfp579	811	909	573	778	287	248	265	447
Ncbp1	1077	1062	945	1133	617	737	631	841
Vmn2r118	0	0	0	0	0	0	0	0
Harbi1	224	248	206	217	141	150	125	205
Gm7361	15	13	11	17	0	0	0	0
Gm8693	0	0	0	0	0	0	0	0
Pthlh	210	409	3954	397	320	150	93	233
Gigyf1	1349	1363	1072	913	1090	919	921	998
Gm6034	0	1	3	3	3	1	2	1
Fpr-rs4	0	0	0	0	0	0	0	0
Polr3a	486	425	448	475	485	435	388	566
Rps4x	10106	10710	10553	8944	6124	6554	5620	7847
Fpr-rs3	0	0	0	0	0	0	0	0
Ercc2	344	333	328	402	319	370	321	377
Nos3	316	357	169	397	232	184	252	350
Polr3d	347	357	336	420	183	132	143	212
Ercc1	172	189	217	260	258	124	112	239
Nos2	120	111	53	240	110	96	161	164
Polr3e	388	408	479	474	363	267	301	490
Ercc4	279	344	311	324	326	398	287	342
Lim2	0	0	0	0	0	0	0	0
Polr3b	489	432	494	518	534	591	550	470
Ercc3	681	760	719	748	612	758	513	720
Polr3c	594	645	641	500	516	560	468	631
Ercc6	336	279	389	442	484	562	410	690
Polr3h	302	380	325	411	166	165	131	215
Chpt1	864	861	801	959	894	1600	1406	1112
Ercc5	401	490	448	433	298	376	361	319
Ercc8	123	116	121	100	60	76	59	95
Polr3f	513	571	623	789	428	646	452	500
Polr3g	195	213	223	256	139	110	104	101
Zfp563	75	65	72	92	77	110	102	102
Ms4a1	30	38	36	32	62	113	87	31
Tmem238l	0	0	0	0	1	0	0	1
Atxn10	3441	3219	2705	3302	2927	4020	3048	4449
Ms4a2	2	2	0	1	3	1	2	1
Cort	3	8	3	6	0	0	0	2
Zfp560	175	168	264	226	102	73	60	120
Polr3k	412	498	497	486	516	710	410	671
Polr2m	1531	1541	1927	2338	1903	1857	1407	1637
Zfp566	37	37	40	48	22	15	18	42
Zfp568	443	444	521	615	639	575	589	772
Olfr1038-ps	0	0	0	0	0	0	0	0
Timm8a1	105	93	193	120	28	33	31	47
Prickle4	0	0	0	0	0	0	0	0
Prickle2	515	439	220	245	402	686	635	266
Gm6040	0	0	1	0	0	0	0	0
Prickle3	159	122	180	159	175	112	145	159
Fpr-rs7	0	0	0	0	0	0	0	0
Timm8a2	0	0	0	0	1	0	3	0
Fpr-rs6	0	0	0	0	0	0	0	0
Prickle1	487	466	504	760	259	395	342	109
Olfr893	0	0	0	0	0	0	0	0
Jrk	51	50	43	38	92	106	48	85
Olfr895	0	0	0	0	0	0	0	0
Olfr894	0	0	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0	0	0
Olfr898	0	0	0	0	0	0	0	0
Gm9913	2	0	1	3	0	0	0	0
Olfr891	0	0	0	0	0	0	0	0
Gm9918	5	4	0	0	3	0	1	0
Olfr890	0	0	0	1	0	0	0	0
Rsc1a1	0	0	0	0	0	0	0	0
Neurl2	12	18	11	15	10	6	10	3
Neurl3	370	321	462	426	813	758	349	903
Neurl4	838	893	753	860	658	603	728	634
Nisch	5690	5287	6309	7809	6070	7393	5335	5816
Olfr881	0	0	0	0	0	0	0	0
Olfr884	0	0	0	0	0	0	0	0
Olfr883	0	0	0	0	0	0	0	0
Acox1	2701	2801	2515	2676	3296	2878	3023	3629
Gm9922	15	19	4	8	1	4	7	7
Acox2	54	51	52	35	81	94	79	161
Olfr885	0	0	0	0	0	0	0	0
Olfr888	0	0	0	0	0	0	0	0
Nckap1l	1541	1239	1729	1400	1199	999	1230	773
Olfr887	0	0	0	0	0	0	0	0
Col9a2	1	0	0	0	1	0	5	1
Col9a3	5	7	4	25	3	7	3	0
Acox3	1074	949	884	806	1098	926	1120	959
Bnip2	2237	2144	2410	2853	1464	1856	1442	1466
Bnip1	178	206	270	277	189	160	191	283
Col9a1	3	0	0	2	0	0	3	4
Gm9925	0	0	0	0	0	0	0	0
Ears2	119	101	142	166	71	81	87	160
Triqk	140	110	69	92	30	85	67	72
Gramd1a	1098	1176	1063	1306	732	816	703	979
Gramd1b	554	695	636	904	457	769	607	970
Gramd1c	77	65	57	69	162	176	133	113
S100a16	1042	822	1105	1070	2526	1469	861	1987
Rxfp3	3	0	4	3	0	0	0	2
S100a14	392	240	370	368	3180	1407	820	3475
Jtb	848	858	801	799	571	818	583	826
Noto	0	0	0	0	0	0	0	0
Olfr889	0	0	0	0	0	0	0	0
Rxfp2	0	6	2	0	0	4	0	0
Hoga1	78	73	38	21	73	95	64	101
Rxfp1	0	0	0	0	2	5	4	0
S100a13	503	425	421	416	359	167	294	464
S100a10	3467	3247	3989	2392	1763	1368	860	1867
S100a11	1669	1999	1945	1661	2025	1551	1187	2955
Rxfp4	0	3	1	3	1	17	3	6
Trip6	944	869	673	585	527	437	400	621
Rpl13a-ps1	26	36	22	9	9	3	13	13
Itpk1	576	816	785	889	607	349	327	479
Tmem229b	222	272	197	328	180	128	200	145
Gm10600	0	0	0	2	0	0	0	0
Myh7b	3	3	8	0	17	11	22	86
Gm11937	0	0	0	0	0	0	0	0
Tmem229a	0	2	2	3	0	0	4	0
Cuedc2	904	989	802	673	473	410	397	591
Gm10604	4	6	0	3	14	6	9	9
Trip4	440	432	512	642	454	544	520	446
Nckap5l	1175	1060	736	998	226	131	192	220
Gm11938	1	0	0	0	0	0	0	0
Gm11939	0	0	0	0	0	0	0	0
Tacstd2	732	595	632	589	1178	682	978	676
Bach2	320	209	174	185	164	215	258	194
Bach1	1588	1315	1627	1628	1464	2138	1643	2335
Fyb2	0	11	2	6	7	1	11	18
Jun	2439	2559	2220	3602	1793	1715	2209	3530
Aire	0	0	0	5	0	0	1	0
Jup	2936	2973	2529	2884	5068	4483	3830	4336
Lipa	2666	1675	2031	1773	3494	3138	3168	2619
Cuedc1	0	0	0	0	0	0	0	0
Gm9903	2	4	2	3	3	0	1	1
Etfbkmt	666	571	680	289	237	371	247	666
Gpr19	275	225	134	93	40	74	71	76
Gpr18	24	21	12	20	12	7	19	8
Gpr15	16	16	18	10	15	8	11	8
Lipg	31	63	19	44	106	122	77	62
Liph	479	686	324	393	664	1245	777	1501
Gpr17	16	21	9	8	21	9	50	7
Lipi	0	0	0	0	0	0	0	0
Zfp354a	34	39	62	61	40	45	59	43
Siva1	557	537	446	382	323	306	380	691
Lipc	5	3	2	7	4	0	4	0
Zfp354c	228	193	214	186	66	76	106	53
Zfp354b	10	14	6	18	13	15	18	5
Lipe	502	785	364	542	583	515	651	586
Gpr12	0	0	0	0	0	0	0	0
Lipf	97	56	52	62	61	18	59	19
4933427I04Rik	3	0	4	2	0	0	0	0
Nox4	447	625	450	447	251	613	416	276
Nox3	1	0	0	0	0	0	0	0
Lipk	0	2	0	0	2	0	0	2
Uck1	387	469	311	355	345	429	300	790
Uck2	1555	1817	2093	2233	621	724	502	808
Lipm	0	0	0	0	1	1	0	8
Lipn	13	3	3	4	2	0	16	19
Nox1	1	0	1	6	0	1	0	0
Ube2cbp	36	47	38	34	22	44	10	50
Gm9955	0	0	0	0	2	0	0	0
Tgfbr3l	16	17	11	5	9	3	6	17
Gm9958	26	15	16	24	20	15	8	43
Gpr26	0	0	0	0	0	0	0	0
Gpr25	4	0	3	0	9	5	0	0
Gpr27	29	23	20	23	7	47	14	5
Slc39a9	1211	1284	1169	1480	1302	1392	1330	1780
Zfp516	1145	959	1259	1265	935	1226	796	1046
Gpr22	1	0	2	0	5	3	5	7
Zfp511	163	153	141	230	137	74	114	176
Gpr21	3	3	2	0	4	14	5	8
Zfp513	441	394	430	464	298	165	183	365
Zfp512	499	444	523	490	401	501	405	529
Slc39a4	1115	1047	1121	1083	2337	2246	1449	2503
Slc39a3	532	476	427	501	413	300	278	245
Gpr20	1	5	0	4	1	1	25	1
Slc39a2	165	116	112	175	172	135	190	139
Ucn2	25	57	29	66	3	0	3	1
Slc39a1	2616	2719	2691	2590	2760	2956	1869	2469
Ucn3	2	0	0	0	0	0	0	0
Slc39a8	1215	1154	1018	1000	1850	2452	2709	1576
Slc39a7	2655	2426	2619	2855	1702	1529	1423	2304
Bace2	259	189	206	148	261	320	101	468
Slc39a6	1375	1352	1831	2336	502	681	440	462
Bace1	852	801	988	1435	1097	991	631	697
Slc39a5	15	9	7	25	10	3	4	15
B3gntl1	102	120	81	94	112	66	80	89
Itpka	26	21	23	24	46	35	26	32
Ap1s3	66	76	82	102	245	273	172	185
Ap1s2	817	891	689	849	421	552	560	373
Gm9964	0	0	0	0	0	0	0	0
Itpkc	159	175	163	172	175	150	146	185
Ap1s1	1134	1087	1118	1226	930	849	529	1059
Itpkb	1035	1075	747	849	1283	1478	1434	1156
Acot1	1214	1845	855	825	412	438	599	236
Acot2	406	709	325	358	223	263	365	276
Rack1	15643	17133	15678	15124	10675	9429	8752	12241
Acot5	0	0	0	0	0	0	0	0
Acot6	53	43	47	36	12	8	32	15
Acot3	0	0	6	0	0	0	0	0
Acot4	56	56	64	47	26	22	16	12
Acot9	672	661	781	944	665	763	549	727
Gpr37	5	2	2	1	0	3	0	0
Zfp503	830	745	675	766	493	502	463	458
Acot7	1770	1879	1905	2070	1197	867	1402	1369
Gpr39	51	17	81	77	136	132	47	91
Acot8	121	177	89	151	122	121	112	137
Gpr33	9	6	6	7	2	0	1	0
Gpr35	152	209	300	489	181	169	147	221
Gpr34	133	121	133	60	47	88	34	45
Pth1r	208	166	116	106	36	76	73	30
Crtac1	9	4	2	0	0	2	0	0
Gm9970	0	2	0	1	0	0	0	0
Zfp507	667	564	624	699	488	515	474	613
Csrp2	371	393	279	441	147	129	155	203
Csrp3	14	27	1	13	4	36	17	0
Csrp1	4828	5180	3981	4848	3871	4169	3714	4037
Ucp1	0	1	0	2	0	3	3	5
Adamts13	6	1	6	1	11	2	0	1
Adamts14	835	1107	650	1359	14	51	31	24
Gm9938	168	94	112	90	89	144	131	48
Spin1	3393	3063	3495	3381	1674	1951	1268	1786
Adamts15	294	302	178	239	219	479	213	183
1700029F12Rik	0	0	0	2	0	0	0	0
Adamts16	4	20	78	33	1	0	0	6
Gm9936	0	0	0	0	0	0	0	0
Adamts17	6	11	7	10	24	57	45	30
Adamts18	0	0	1	4	0	0	2	4
Adamts19	0	1	0	0	2	0	0	0
1700028P14Rik	10	9	4	10	3	12	11	4
Spin4	49	55	68	112	16	54	33	28
Adamts10	1084	1039	707	1029	776	621	1021	939
Adamts12	360	268	382	442	244	224	165	275
Gpr45	0	2	1	0	0	0	1	0
Ucp2	7212	9761	6329	5770	8082	7837	7651	7679
Pth2r	4	0	4	3	1	2	0	2
Ucp3	121	95	43	100	86	63	119	63
Trpc4ap	2698	2579	2353	2839	2107	2455	1965	2640
Cst13	0	0	0	0	1	0	0	0
Trim7	15	11	18	41	16	11	12	14
Evc2	415	425	401	305	39	42	45	30
Trim6	43	33	46	35	147	199	86	176
Chrnd	0	1	0	0	0	0	0	0
Cst11	0	0	0	0	0	0	0	0
Trim9	36	12	1	0	1	1	4	7
Cst12	0	0	0	0	0	0	0	0
Trim8	3283	3367	3227	2443	1806	1431	1132	1530
Gm9944	0	0	0	0	0	0	0	0
Trim3	1713	1598	1525	1428	944	973	889	1452
Chrne	2	3	0	0	0	0	0	0
Cst10	2	0	0	0	0	0	0	0
Gm9945	0	0	0	0	0	0	0	0
Trim2	527	448	443	333	517	783	640	645
Trim5	82	115	78	112	109	131	140	121
Chrng	0	0	0	0	0	0	0	0
Gm9949	14	7	13	5	16	14	17	17
Ucma	3	0	2	0	0	0	0	0
Adamts20	2	10	10	7	3	25	6	2
Gpr55	67	63	28	51	174	62	84	63
Gpr50	8	7	5	2	7	0	5	3
Blcap	935	1036	1033	1201	1115	1123	718	1226
Tmem186	172	125	125	141	180	172	122	238
Gm21319	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0
Olfr811	4	0	0	0	0	0	0	0
Olfr810	13	60	7	5	0	0	0	1
Tmem182	6	10	0	0	4	14	17	0
Gm11992	28	36	19	31	12	25	14	6
Rtn4rl2	104	40	217	80	18	39	38	62
Gm10663	0	0	0	0	0	0	0	0
Gm10662	0	0	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0	0	0
Tecta	23	12	42	91	9	2	1	0
Gm10666	0	0	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0	0	0
Gpr65	133	117	211	157	60	74	80	77
Gpr68	52	65	57	57	76	21	42	29
Rtn4rl1	205	199	161	152	141	169	178	209
Gpr62	7	6	7	13	2	2	0	3
Olfr813	0	0	0	0	0	0	0	0
Gpr61	0	1	0	0	0	0	0	0
Olfr812	0	0	0	0	0	0	0	0
Olfr815	0	0	0	0	0	0	0	0
Rbm31y	0	0	0	0	0	0	0	0
Gpr63	23	25	20	17	1	11	2	0
Olfr814	3	0	0	1	1	0	4	1
Ankhd1	1303	1173	1342	1514	1883	2310	2024	2179
Tmem189	917	896	897	1127	610	540	561	762
Cpa1	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0
Cpa2	4	4	1	0	1	0	0	0
Olfr819	0	0	0	0	0	0	0	0
Cpa3	11	8	5	4	8	14	16	5
Gm21310	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0
Ppp2cb	1494	1610	1624	1730	1867	1695	1221	1758
Tmem196	0	0	1	0	0	0	0	0
Gm47955	0	0	0	1	0	0	0	0
Ppp2ca	3424	3234	3761	4296	2990	3497	2585	3083
Tmem198	74	86	41	77	49	29	42	22
Tmem192	377	383	344	297	211	231	225	192
Gm47959	0	0	0	0	0	0	0	0
Olfr800	0	0	0	0	0	0	0	0
Themis	20	17	23	12	5	10	10	11
Lactbl1	0	0	0	0	0	0	2	0
Gm11983	0	0	0	0	0	0	0	0
Tmem190	5	11	2	10	13	2	10	12
Ttpal	862	887	898	1123	459	590	389	508
Tectb	2	1	1	0	2	1	1	0
Olfr809	0	5	0	0	0	0	0	0
1810037I17Rik	376	378	470	493	389	426	354	597
Lix1	15	13	26	17	13	12	14	10
4921507P07Rik	20	43	22	6	44	132	50	107
Gm11985	0	0	0	0	0	0	0	0
Il5ra	3	137	5	0	1	5	1	0
Olfr802	0	0	0	0	0	0	0	0
Slc26a6	0	0	0	0	0	0	0	0
Olfr801	0	0	0	0	0	0	0	0
Slc26a5	0	0	0	0	0	0	0	0
4930430A15Rik	2	0	0	0	0	0	0	0
Gpr75	8	1	6	6	6	2	2	8
Olfr804	0	1	0	0	0	0	0	0
Slc26a4	1086	341	615	910	560	517	1173	1468
Olfr803	0	0	0	0	0	0	0	0
Slc26a3	4	6	0	0	1	0	0	1
Lage3	185	204	186	190	177	162	122	178
Olfr806	5	2	2	0	0	0	0	0
Dsc1	0	0	0	0	0	0	0	0
Olfr805	33	98	35	15	0	0	0	0
Slc26a9	1523	1234	1310	1414	2215	3123	3891	3576
Tmem199	279	355	321	299	202	124	155	200
Dsc2	30	67	224	169	145	632	99	1010
Olfr808	0	3	0	0	0	0	0	0
Slc26a8	41	14	40	19	13	5	7	9
Dsc3	6	3	14	0	0	12	9	89
Olfr807	0	0	0	0	0	0	0	0
Slc26a7	1	0	2	4	0	0	0	1
Tmem163	324	488	270	239	648	756	647	387
Tmem165	1259	1133	1486	1501	1189	1283	972	1881
Tmem164	2848	2578	2599	2568	3362	3136	3315	3181
Slc26a2	1261	972	1306	1685	2938	4944	1894	3047
Olfr830	0	0	0	0	0	0	0	0
Slc26a1	10	7	8	8	13	6	11	10
Olfr832	0	0	0	0	0	0	0	0
Tmem160	410	365	321	310	154	234	115	106
Ppp4r3a	1389	1534	1612	2215	1080	1410	1250	1544
Gm10681	0	0	0	0	0	0	0	1
Ppp4r3b	1659	1469	1728	1747	1404	2005	1445	1466
2510039O18Rik	3103	3018	2711	3311	1341	1240	1088	1406
Chrm1	1	4	0	2	0	0	5	0
Chrm3	273	50	19	19	2	20	22	4
Chrm2	49	145	21	39	53	169	97	27
S100a7a	1	7	8	33	16	8	0	9
Chrm5	0	0	0	0	0	0	0	0
Gpr88	11	7	32	34	9	15	4	8
Chrm4	2	5	15	7	1	2	2	1
Gpr87	0	3	2	9	38	0	0	0
Gpr89	369	386	362	373	199	380	286	275
Gpr84	23	23	61	40	14	9	8	22
Olfr835	0	0	0	0	0	0	0	0
Gpr83	4	1	0	3	0	8	3	3
Olfr834	0	0	0	0	0	0	0	0
Olfr837	0	0	0	0	0	0	0	0
Evi2	13	10	16	20	19	12	7	9
Gpr85	61	33	34	19	38	13	19	21
Olfr836	0	0	0	0	0	0	0	0
Evi5	1499	1268	1625	1467	1167	1782	1150	1246
Tmem167	1639	1350	1543	2019	799	1219	874	1221
Gpr82	16	9	4	2	16	7	6	3
Tmem169	0	1	1	1	1	2	0	3
Tmem168	1207	1085	1419	1546	1057	1342	1193	1259
Ap1m2	377	409	313	379	707	663	554	791
Cpa4	3	5	0	0	1	0	0	8
Tmem174	0	0	0	0	0	0	0	0
Ap1m1	903	777	782	906	517	493	570	638
Cpa5	0	1	0	0	0	0	0	0
Tmem173	1170	1130	1402	1819	431	349	481	735
Cpa6	1	1	6	1	1	0	0	0
Tecrl	1	11	2	0	10	21	20	64
Tmem175	339	323	290	246	189	250	275	220
Olfr820	0	0	0	0	0	0	0	0
Tmem170	243	265	185	267	250	396	345	366
Olfr822	0	0	0	0	0	0	0	0
Olfr821	0	0	0	0	0	0	0	0
Tmem171	70	35	63	45	50	33	41	118
Gm10670	0	0	0	0	0	0	0	0
Tusc5	29	56	23	40	49	58	79	50
Tusc3	933	834	991	945	1014	1302	817	1291
Tusc1	488	635	512	414	79	76	75	53
Osbp	2053	1764	1481	1528	1512	1878	1645	1882
Tusc2	491	442	361	439	367	295	272	359
Eral1	331	272	384	295	219	226	191	237
Olfr824	0	0	0	0	0	0	0	0
Gadl1	2376	2502	2325	2177	1380	649	870	2160
Olfr823	0	0	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0	0	0
Vtcn1	13	13	32	35	204	54	21	27
Olfr825	0	0	0	0	0	0	0	0
Cpb1	1	4	3	1	0	0	3	0
Olfr828	0	0	0	0	0	0	0	0
Tmem178	45	62	58	60	36	88	53	24
Cpb2	2	0	0	0	0	0	0	0
Itpr3	2557	2210	2832	2760	6645	4726	3365	5820
Olfr827	0	0	0	0	0	0	0	0
Tmem177	95	69	61	66	64	49	54	92
Gm21320	0	0	0	0	0	0	0	0
Itpr2	887	890	1137	553	1030	604	835	669
Itpr1	1651	1608	1709	1718	1587	1995	2340	2046
Olfr829	0	0	0	1	0	0	0	0
Tmem179	28	37	17	36	3	10	3	1
Gnl3l	609	571	705	766	711	893	627	684
Olfr851	0	0	0	0	0	0	0	0
Olfr850	0	0	0	0	0	0	0	0
Olfr853	0	0	0	0	0	0	0	0
Papd5	1108	1155	1225	1446	1068	1280	1150	1369
Olfr855	0	0	0	0	0	0	0	0
Olfr854	0	0	0	0	0	0	0	0
Il18rap	313	152	387	678	870	982	582	622
Adcyap1	31	17	21	3	106	35	62	76
Mgst3	344	360	347	342	464	463	290	644
Hydin	115	64	66	95	128	295	234	72
Olfr857	0	0	0	1	0	0	2	0
Mgst2	125	78	136	173	154	182	100	232
Olfr859	0	0	0	0	0	0	0	0
Papd4	920	873	847	711	527	858	625	743
Mgst1	3667	3186	2841	1879	3254	3121	3481	6675
Ush1g	18	9	30	15	32	5	0	5
Olfr844	0	0	0	0	0	0	0	0
Olfr843	0	0	0	0	0	0	0	0
Npat	580	531	636	716	529	650	495	528
Mrps18c	185	199	207	210	153	131	148	209
Mrps18b	273	250	387	367	272	272	233	417
Npc2	37625	37198	29189	28695	26693	20612	30108	41643
Mrps18a	440	420	371	362	275	203	216	312
Npc1	3652	3522	3639	3492	3266	2763	3569	2574
Dsel	285	250	298	348	159	314	157	108
Olfr846	0	0	0	0	0	0	0	0
Plpbp	866	857	853	811	617	843	656	775
4930432M17Rik	0	0	0	0	0	0	0	0
Olfr845	0	0	0	0	0	0	0	0
Dsg2	50	69	123	107	1535	1629	477	2202
Ush2a	0	5	0	0	0	0	0	0
Dsg3	1	0	0	0	15	14	0	4
Kap	0	0	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0	0	0
Olfr849	0	0	0	0	0	0	0	0
G530012D18Rik	0	0	0	0	0	0	0	0
Olfr871	0	0	0	0	0	0	0	0
Olfr870	0	0	0	0	0	0	0	0
Olfr873	0	0	0	0	0	0	0	0
Olfr872	0	0	0	0	0	0	0	0
Ubtfl1	0	0	0	0	0	0	0	0
Mmaa	159	160	150	211	114	120	121	169
Olfr875	0	0	0	0	0	0	0	0
Crocc	324	321	265	257	237	128	138	208
Mmab	129	168	123	129	126	150	154	213
Olfr874	0	0	0	0	0	0	0	0
Olfr877	0	0	0	0	0	0	0	0
Olfr876	0	0	0	0	0	0	1	0
Gm10642	3	0	2	1	6	2	0	0
Gm10645	1	7	0	0	0	0	4	0
Pcolce2	366	344	264	375	307	515	344	83
Gm10644	0	5	0	1	0	1	4	0
Gm10643	15	12	16	11	23	12	21	29
Sycp1	5	7	1	1	8	19	33	45
Sycp2	13	6	7	17	25	22	12	12
Gm10647	3	3	2	1	2	8	5	1
Olfr878	0	0	0	0	0	0	0	0
Cflar	1677	1595	1680	1841	1831	2115	1789	1344
Slc13a5	3	3	2	1	0	0	0	0
Trit1	212	242	222	221	146	162	141	289
Tpcn1	1220	996	1438	1732	909	777	599	769
Tpcn2	704	641	595	515	651	791	688	1014
Ush1c	0	0	0	0	0	0	0	0
Olfr860	0	0	0	0	0	0	0	0
Olfr862	0	0	0	0	0	0	0	0
Slc13a3	74	64	45	45	19	32	34	25
Slc13a4	5	7	0	4	3	20	3	4
Npcd	0	0	0	0	0	0	0	0
Olfr866	0	0	0	0	0	0	0	0
Slc13a1	0	0	0	0	0	4	0	0
Slc13a2	29	23	28	44	47	47	69	150
B430305J03Rik	0	0	0	0	0	0	0	0
Sycp3	13	20	5	11	16	12	11	6
Adrm1	485	498	419	466	412	449	314	524
Sh3tc1	849	918	637	744	761	720	592	704
Sh3tc2	81	121	280	166	82	133	132	138
Erap1	886	727	1017	1118	817	1013	1015	772
Gm10639	2	0	0	0	0	0	0	0
Gm10638	29	32	15	7	4	0	10	3
E2f1	401	428	410	649	132	139	103	152
Olfr868	0	0	0	0	0	0	0	0
E2f2	305	349	220	247	356	243	339	250
Kcp	46	74	49	64	36	37	36	28
Olfr867	0	0	0	0	0	0	0	0
E2f3	482	455	679	785	296	423	225	447
E2f4	736	683	834	847	688	817	587	926
Olfr869	0	0	0	0	0	0	0	0
E2f5	309	298	233	288	218	254	150	231
Tsen54	273	286	328	299	157	145	145	157
E2f6	307	300	385	543	202	276	230	302
E2f7	212	194	226	267	50	67	77	39
E2f8	328	362	541	664	122	111	84	83
Ifi44l	0	0	0	0	0	0	1	0
Plpp6	146	244	165	175	288	319	333	318
Gm7298	0	0	0	0	0	2	0	0
Plpp7	21	20	28	54	14	21	5	1
Plpp4	3	2	1	0	0	1	2	1
Plpp5	540	608	526	614	549	439	374	713
Sgpl1	3476	3105	3684	3930	2595	2099	1805	1630
Arhgap45	2507	2136	1815	1938	1698	1178	1407	1149
Bola2	262	307	348	240	122	112	97	187
Bola3	210	200	184	213	131	129	121	150
Grwd1	462	446	650	609	184	148	97	287
Npff	5	3	5	11	2	3	8	3
Plpp2	1106	988	1398	1380	1655	1357	823	1538
Ptgdr	1	0	0	3	0	0	0	0
Plekhf2	1065	1110	952	937	632	889	872	922
Plpp3	1830	1608	1450	1509	851	1559	900	1060
Plekhf1	485	430	500	346	115	35	84	101
Plpp1	381	334	298	263	199	225	202	142
Ptgds	0	1	1	0	0	5	2	6
Tmem109	1548	1530	1472	1124	857	1242	981	1070
Tmem108	504	358	106	148	14	12	7	17
4930524J08Rik	7	11	9	4	9	4	3	2
Kdr	992	1075	743	1436	1082	1883	1807	1307
Bola1	132	197	167	134	91	84	86	122
Tmem104	795	804	739	727	418	324	375	320
Ifi35	417	373	409	402	239	211	255	252
Tmem107	144	99	155	189	81	80	87	119
Gm21394	0	0	0	0	0	0	0	0
Tmem101	160	172	168	186	142	133	117	117
Tmem100	679	893	204	347	354	638	607	218
Gbgt1	93	56	105	68	66	60	66	48
Tmem102	214	236	163	160	290	195	175	216
Tmem110	1172	1206	1100	1071	932	1038	1101	986
Olfr1500	0	0	0	0	0	0	0	0
Ifi27	884	935	863	1148	648	791	639	1040
Pappa	420	158	175	89	25	59	31	46
Olfr1502	0	0	0	0	0	0	0	0
Olfr1501	0	0	0	0	0	0	0	0
Lcmt2	367	436	448	580	182	122	160	199
Wdpcp	117	88	70	97	84	94	78	66
Ap1g2	494	465	422	420	343	268	317	342
Mmd2	0	1	0	0	0	0	0	0
Ap1g1	1974	1912	2156	2279	2748	3713	2517	3263
Llgl2	676	752	588	624	1689	1259	1040	1375
Ptges	2345	2564	2636	3465	4353	3559	1661	4020
Llgl1	1608	1432	1454	1516	1120	930	691	988
Lcmt1	202	224	247	225	213	287	211	353
Tipin	355	317	426	471	147	191	122	213
Kel	0	0	1	0	0	0	0	0
Tmem119	791	577	711	591	111	121	124	123
Lrrc74b	33	42	21	45	43	90	55	19
Olfr1504	0	0	0	0	0	0	0	0
Tmem116	226	402	189	226	297	260	374	374
Tmem115	909	1100	874	983	428	371	345	342
Olfr1506	0	0	0	0	0	0	0	0
A930017K11Rik	8	6	5	7	4	8	4	2
Lrrc74a	0	0	0	2	0	0	0	0
Olfr1505	0	0	0	0	0	0	0	0
Tmem117	157	103	105	128	68	100	41	36
Olfr1508	0	0	0	0	0	0	0	0
Olfr1507	0	0	0	0	0	0	0	2
Tmem114	2	0	3	7	0	0	0	0
Olfr1509	0	0	0	0	0	0	0	0
Gm7276	0	0	0	0	0	0	0	0
Vangl2	182	261	260	231	135	172	136	151
Vangl1	854	979	809	885	465	488	331	458
Gkap1	302	304	289	237	111	97	139	93
Olfr1511	0	0	2	0	0	0	0	0
Olfr1510	0	0	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0
Olfr1512	0	0	0	0	0	0	0	0
Zmym6	338	299	361	425	218	279	330	285
Zmym5	1189	1150	1143	1084	934	1206	1097	970
6430548M08Rik	650	736	418	433	448	474	465	398
Zmym4	1011	975	1040	904	599	975	738	832
Il31ra	1	3	1	2	8	0	0	2
Zmym3	534	522	556	601	768	828	596	813
Plekhd1	438	470	422	553	431	525	603	1210
Zmym2	1202	1160	1263	1305	1312	2153	1321	1563
Zmym1	412	357	378	606	194	285	175	244
Phospho2	689	660	637	679	219	181	255	313
Phospho1	33	12	9	12	14	6	16	19
Zfp493	38	30	38	48	17	34	31	41
Dsn1	216	230	238	241	87	147	64	122
Ptgfr	172	86	23	75	30	132	79	10
